InsiderID, NodeCount, EdgeCount
99674,5,5
83295,2,1
91489,2,1
107881,3,3
99691,2,1
91499,2,1
99693,2,1
107884,8,28
91502,2,1
91504,2,1
75123,2,1
83315,4,6
83317,7,16
91508,2,1
75127,7,21
107895,2,1
75126,2,1
75128,2,1
99704,3,3
91514,7,17
75139,2,1
83334,7,21
107910,3,3
116105,2,1
99722,2,1
83338,4,6
91535,9,31
83342,2,1
99729,4,6
99734,3,3
75162,7,21
75164,7,21
83363,4,5
75172,3,3
91559,2,1
83369,6,15
99755,2,1
99754,4,6
91569,2,1
75189,3,2
107956,2,1
91586,2,1
83400,5,10
99795,2,1
99801,3,3
107997,6,15
99804,12,54
99808,2,1
99811,12,54
99810,11,47
99812,7,21
83428,2,1
75238,4,6
83434,3,3
75245,5,9
83439,2,1
75249,3,2
83453,2,1
75260,5,10
75263,5,10
99838,2,1
75262,6,11
75265,5,10
75264,5,10
75269,2,1
75268,5,10
75271,2,1
91655,2,1
108043,2,1
91658,2,1
99854,13,54
91666,6,10
83478,6,13
83481,6,12
99864,11,48
99875,11,49
75301,6,11
99879,10,45
99881,10,45
99880,11,49
99883,10,45
99882,13,54
91693,2,1
75310,2,1
99889,2,1
75313,7,21
83506,2,1
75314,2,1
75319,2,1
75327,7,21
91711,2,1
75326,3,3
75333,4,6
83527,2,1
83529,2,1
91722,3,2
83532,2,1
91724,3,3
75345,2,1
83539,5,9
108114,2,1
91736,2,1
75356,2,1
99935,2,1
108129,2,1
83552,8,28
83555,8,28
108130,2,1
83558,13,78
116329,2,1
83562,4,5
83567,3,3
108145,2,1
83573,2,1
108148,2,1
91767,2,1
91766,4,6
83579,2,1
75386,8,18
75389,2,1
108164,2,1
75400,4,3
75403,2,1
75409,4,6
99984,4,6
91795,7,19
91799,2,1
116377,2,1
91801,3,3
116376,2,1
83610,9,36
99998,5,7
75427,2,1
75426,7,21
100004,3,3
75428,7,21
75431,8,22
75433,4,6
100008,3,3
75434,7,21
75436,7,21
75439,2,1
83633,9,36
91827,3,3
83635,9,36
83636,9,36
83638,9,36
83641,9,36
75456,4,5
91844,3,3
75467,5,9
83661,3,3
100047,2,1
83662,3,3
100049,3,2
108240,2,1
100048,2,1
75479,2,1
83671,3,3
83677,5,7
100063,5,10
75487,6,15
83680,2,1
75490,6,15
100073,3,3
75501,2,1
75515,3,3
75518,2,1
75521,2,1
108293,2,1
108292,2,1
100105,2,1
83723,7,19
83727,8,28
83729,2,1
83728,4,6
75539,4,6
83730,3,3
83733,3,3
75540,7,15
75543,4,4
83734,2,1
108310,3,3
75545,2,1
75544,2,1
91932,5,10
91937,2,1
75552,2,1
91939,2,1
75559,2,1
75563,7,16
75562,7,15
75564,2,1
100143,3,3
75568,2,1
75571,4,6
100151,7,21
83767,3,3
100153,3,3
83768,2,1
100155,3,3
75578,2,1
83770,3,3
75584,2,1
100160,3,3
83780,5,10
100164,3,3
83785,2,1
75600,8,21
83796,2,1
75607,2,1
91997,4,5
83806,2,1
75618,2,1
116583,2,1
108393,2,1
83819,6,13
108397,2,1
75628,2,1
75633,3,3
83829,3,3
75636,13,78
75643,2,1
92026,2,1
100221,2,1
83843,4,6
83844,2,1
75655,5,10
75657,5,10
83852,2,1
100239,8,24
83857,7,9
100249,2,1
75683,2,1
100259,2,1
75691,2,1
108461,2,1
75693,3,2
75695,2,1
100273,2,1
83900,7,21
92092,2,1
100287,7,21
75710,2,1
100289,7,21
75712,4,6
83914,3,2
83919,6,15
83918,2,1
92113,6,15
92112,6,15
92114,6,15
92116,6,15
75734,4,3
83929,4,6
75743,3,3
92127,6,15
75745,17,85
75744,4,6
83939,4,6
92132,5,10
83948,2,1
83951,4,6
108531,4,6
75766,12,50
108534,5,7
108536,4,6
75771,2,1
108547,2,1
75780,9,32
83977,10,38
92177,2,1
100369,2,1
100368,2,1
100371,2,1
92183,2,1
100378,4,6
75813,4,4
92196,2,1
116785,2,1
100405,2,1
108597,3,2
84020,3,3
84022,2,1
84027,3,3
75841,6,12
75843,6,12
75842,5,10
84036,2,1
75849,2,1
75848,5,10
100426,5,9
108621,2,1
108622,2,1
84049,3,3
108626,2,1
84050,3,3
84072,8,27
84075,3,3
84078,2,1
92275,9,24
108662,4,5
75901,2,1
75900,2,1
108671,2,1
84097,4,3
100483,2,1
100484,2,1
100487,2,1
75910,4,4
108681,2,1
84104,7,9
108682,2,1
108685,2,1
84108,2,1
84112,3,3
92309,2,1
84119,3,3
84124,5,10
75936,3,3
92320,2,1
92326,4,4
100522,2,1
84141,2,1
100527,2,1
108721,4,6
100533,2,1
75957,13,78
84151,2,1
108726,2,1
92345,6,11
84154,2,1
100538,2,1
75969,5,10
108743,3,3
75974,2,1
108742,3,3
75977,2,1
108745,3,3
92360,5,10
84172,6,15
92364,4,5
92369,2,1
92373,4,4
92374,8,24
116954,2,1
84189,3,2
84188,3,2
92387,3,3
108783,2,1
100597,2,1
92404,2,1
76024,4,6
76035,2,1
76037,2,1
84238,3,3
100622,2,1
100627,2,1
84249,4,6
92443,2,1
100634,2,1
92447,8,24
108830,2,1
76065,2,1
108833,2,1
92448,9,25
84256,2,1
108834,3,2
100647,2,1
84265,11,45
92459,2,1
76079,2,1
84271,2,1
100658,7,18
92466,6,12
92468,6,15
100660,2,1
92471,2,1
76086,8,28
100665,2,1
84293,2,1
100676,2,1
76100,8,25
84301,2,1
100685,2,1
76110,2,1
76112,3,2
108883,2,1
100695,3,3
76121,13,78
84316,7,21
76127,2,1
76133,2,1
76135,2,1
92530,2,1
84342,3,3
84347,2,1
100731,2,1
92540,2,1
100732,2,1
100735,2,1
76158,2,1
100734,2,1
84358,2,1
76171,8,28
100746,9,13
108941,2,1
100750,8,28
84366,3,2
100753,4,5
84368,2,1
84371,3,3
100761,2,1
84385,2,1
84389,2,1
100772,2,1
92580,5,10
100774,3,3
92582,8,20
84393,2,1
76209,7,21
100797,4,4
92605,3,3
76223,2,1
84417,6,15
108994,2,1
92612,5,10
100804,2,1
92617,2,1
76233,6,15
84425,2,1
84427,2,1
84428,2,1
76243,2,1
76247,2,1
84440,2,1
76253,3,3
76252,2,1
84444,4,5
100833,2,1
100834,3,2
84457,2,1
84458,2,1
76271,2,1
84464,2,1
76283,2,1
84474,2,1
84476,2,1
84480,2,1
92680,3,3
84494,2,1
84501,6,13
84500,2,1
84502,2,1
100891,6,15
76315,6,8
84506,8,28
100890,6,15
100892,4,6
92700,5,10
84508,5,9
100894,6,15
92705,3,3
76321,2,1
76324,2,1
84525,3,3
92717,3,2
100909,4,4
84526,4,4
84531,2,1
76349,5,6
100929,6,15
76355,4,6
92738,3,2
100930,2,1
84548,2,1
92743,4,6
84561,2,1
84563,2,1
76373,2,1
76382,5,10
76385,2,1
76384,2,1
76391,4,4
109159,2,1
76393,4,4
92779,4,6
84586,2,1
76394,3,3
84588,2,1
76398,4,6
76400,5,10
100979,2,1
84599,2,1
92801,7,12
76418,8,22
101001,3,3
76427,2,1
76428,2,1
76433,2,1
76432,2,1
92818,2,1
92821,4,6
84630,2,1
101019,5,9
101025,5,10
76448,3,2
92837,4,3
109220,2,1
109227,3,3
84652,2,1
92849,2,1
76475,2,1
76481,5,8
92869,3,3
76490,3,3
84689,3,3
101078,3,3
92888,4,6
84696,4,6
109278,2,1
109281,4,6
101088,2,1
76514,8,28
76516,2,1
84715,2,1
76525,4,6
101100,2,1
76527,4,6
76529,4,6
76528,4,6
92921,2,1
76536,2,1
84731,11,51
101114,3,2
84732,2,1
84735,2,1
109311,2,1
92934,7,20
76550,4,6
92938,2,1
92941,4,4
84751,3,3
92942,6,15
76560,4,5
101136,4,6
76565,4,6
84759,2,1
76569,6,15
76592,2,1
76604,8,28
76606,8,28
84802,3,3
76613,4,6
92998,2,1
76614,4,6
76618,8,28
76627,11,51
101211,2,1
76637,2,1
93023,5,8
101214,5,10
93025,2,1
76642,7,13
93026,6,13
76646,5,8
76648,3,3
84840,2,1
76654,2,1
76657,3,2
93040,2,1
109429,4,6
93047,6,15
93048,2,1
93050,3,2
84864,3,3
76674,2,1
84873,2,1
76680,3,2
93066,2,1
84876,2,1
101264,5,10
93075,3,3
93074,3,3
93078,3,3
84890,3,3
93091,3,2
84898,2,1
84905,5,8
93097,2,1
76717,4,4
93100,2,1
76716,3,3
76719,3,3
76722,3,3
76725,6,10
76726,3,3
101305,2,1
84932,6,10
76740,4,4
76742,2,1
84934,9,36
101325,2,1
76755,6,14
101331,2,1
76754,5,10
76760,2,1
101349,2,1
76772,2,1
76775,2,1
76779,2,1
76778,3,3
84970,2,1
84973,3,3
76780,3,3
109553,2,1
93171,7,21
84978,2,1
101364,3,3
101367,3,3
101366,3,3
93177,6,15
93180,3,3
76798,2,1
84996,2,1
76817,2,1
109589,5,9
93204,2,1
93211,4,6
76830,2,1
93216,2,1
93218,2,1
101419,5,9
101420,3,3
76846,6,13
93234,2,1
85047,3,2
85046,2,1
85051,3,3
76879,2,1
85070,4,5
76883,5,7
76884,4,6
76887,6,15
76893,2,1
93278,2,1
93282,2,1
93285,2,1
93288,3,3
76906,2,1
85101,2,1
101489,2,1
76914,2,1
85116,2,1
93315,2,1
85129,2,1
76936,2,1
85135,2,1
76949,2,1
85141,3,2
93335,2,1
85142,3,2
101533,3,3
76956,2,1
109727,2,1
101534,2,1
93347,2,1
101538,5,10
93350,2,1
85160,5,9
93357,2,1
101551,3,3
93365,2,1
109748,2,1
93369,19,171
93373,19,171
76989,5,8
85181,3,3
93372,2,1
93375,19,171
93374,6,15
109758,4,6
93377,19,171
93376,19,171
93379,19,171
93378,19,171
93381,19,171
93380,19,171
76996,4,6
93383,19,171
93382,3,3
76998,4,6
93385,19,171
93384,2,1
93389,19,171
93388,19,171
77004,2,1
93391,19,171
109776,2,1
85202,2,1
85209,5,9
85213,2,1
101596,2,1
85216,2,1
85219,2,1
85227,2,1
101613,2,1
109805,2,1
93425,9,36
85239,8,26
85238,2,1
77048,7,18
85243,2,1
93436,4,5
85251,2,1
93446,9,36
85254,6,15
85257,2,1
93456,2,1
85267,6,11
77074,2,1
93461,7,21
85268,2,1
77081,3,3
77080,3,2
93467,3,3
85278,2,1
77088,2,1
93472,2,1
85284,4,6
93476,2,1
77095,2,1
77094,2,1
93481,2,1
85293,2,1
77103,7,14
93488,5,10
85298,3,3
85302,3,3
93497,8,24
85305,4,5
93496,11,33
85306,3,3
77119,2,1
109899,2,1
77138,6,15
77141,5,10
77142,5,10
109910,3,2
85337,7,19
85336,6,15
77147,8,28
77146,8,28
101731,2,1
77161,2,1
93548,2,1
93555,3,3
93556,3,3
77174,2,1
109942,3,2
85371,2,1
77178,4,5
101761,5,7
77185,2,1
77184,3,2
77186,2,1
93575,9,29
77191,3,3
93574,2,1
77193,5,10
85389,3,3
101772,2,1
109971,2,1
101780,2,1
109972,6,10
77207,2,1
85399,2,1
85401,8,25
85400,7,21
77211,5,10
85404,8,25
77214,5,10
77216,3,3
93605,8,26
101799,2,1
109992,4,6
109994,4,6
101804,9,36
93623,4,3
101816,2,1
101818,2,1
85438,2,1
101826,2,1
85455,3,2
77267,2,1
77283,7,18
77285,2,1
110052,9,36
110055,9,36
110054,3,2
85481,5,10
110057,9,36
77293,4,6
77292,4,6
85487,4,4
110065,9,36
93682,2,1
110073,9,36
110072,2,1
85501,6,15
93692,5,10
93695,6,13
110079,2,1
93700,2,1
85508,2,1
77323,8,24
85514,6,13
93706,2,1
110090,3,2
85517,2,1
85516,4,6
93711,2,1
85525,2,1
77334,2,1
110104,2,1
93725,2,1
85541,2,1
77353,4,3
101928,2,1
110123,4,6
85546,2,1
110122,5,7
77359,2,1
85551,2,1
77369,11,49
93759,4,6
93761,6,15
93760,5,9
77391,3,3
77393,4,5
93776,5,9
101968,2,1
85586,5,4
77400,3,3
93786,2,1
77407,2,1
110181,2,1
85606,4,6
85609,4,6
77417,8,26
77425,4,6
85624,4,6
85630,9,29
77440,2,1
85639,6,15
85640,6,15
77452,2,1
110223,2,1
77455,7,21
77457,4,5
102032,8,28
93840,2,1
77459,5,9
85653,6,15
85652,6,15
102039,2,1
85654,11,44
77465,3,3
77467,5,6
85658,3,3
77466,5,5
77469,2,1
93856,2,1
77483,3,2
85674,6,15
110265,2,1
110264,3,3
85691,6,10
93884,4,6
93886,5,10
85697,2,1
93891,19,171
93890,19,171
85698,4,6
77509,6,15
93892,19,171
110278,2,1
93896,2,1
85708,2,1
77516,2,1
102092,5,10
77518,2,1
77524,2,1
110303,3,3
102113,4,6
110307,3,2
85737,7,14
77547,2,1
77551,3,3
85744,2,1
110322,3,3
93941,2,1
77556,8,26
102141,2,1
85760,3,3
102149,2,1
110340,4,6
93959,7,20
77578,8,28
93965,5,10
85779,5,10
85778,5,10
85781,5,10
102165,4,6
77588,2,1
85783,6,13
93977,7,19
77592,2,1
102168,2,1
110368,3,3
110370,5,10
77602,2,1
93988,9,36
85800,3,3
93995,10,39
93997,2,1
102191,2,1
77621,3,3
77623,3,3
102200,5,10
102203,2,1
77629,2,1
94012,3,3
85829,6,13
77636,10,38
85837,10,41
85847,2,1
102238,2,1
77665,4,4
102240,2,1
110432,2,1
77664,6,11
102247,2,1
85864,2,1
85872,2,1
85874,5,9
110450,5,9
110454,3,3
110459,2,1
77693,9,32
77692,8,27
77694,8,27
77701,3,3
85900,5,10
94094,2,1
77713,3,3
85904,2,1
85906,3,3
77714,3,3
94100,9,36
102301,5,10
94108,4,6
110492,2,1
77729,2,1
77732,3,3
77737,3,3
77739,2,1
77754,2,1
77757,3,3
94144,9,23
85955,3,2
77764,7,21
85958,2,1
102344,6,11
85975,2,1
94170,3,3
77791,2,1
110560,3,3
69607,2,1
69608,8,27
69613,8,19
77804,5,5
94191,2,1
77808,6,15
69616,4,6
69621,2,1
86006,2,1
69622,11,48
86011,3,3
69628,7,21
69630,5,8
94209,14,56
69633,2,1
69632,9,32
77829,2,1
94212,2,1
77830,4,4
86024,5,10
94219,4,6
69644,7,19
94229,3,3
69654,5,4
69658,3,2
110623,2,1
69662,5,4
94243,2,1
102435,3,3
69667,6,14
69666,3,3
69668,9,29
110633,4,6
110632,4,6
69675,2,1
69674,3,3
110636,5,10
69679,2,1
77870,2,1
69681,3,2
69680,8,28
94259,3,2
86073,3,3
77881,2,1
69688,4,6
86074,3,3
94266,3,3
69695,3,2
69694,3,3
102462,2,1
69699,2,1
69698,2,1
69700,2,1
69703,2,1
69702,9,32
94281,4,6
102472,4,6
102477,3,3
110669,2,1
69708,9,29
77902,2,1
69713,2,1
77905,2,1
69712,2,1
110674,2,1
69717,11,48
94293,2,1
77908,2,1
69719,3,2
69718,2,1
69722,3,3
110682,2,1
94300,2,1
86113,7,21
94311,14,58
94310,7,16
94313,3,3
69738,2,1
77935,2,1
77937,4,5
69744,11,49
94322,5,10
69749,4,6
77940,4,6
110713,7,12
86141,3,3
102526,3,2
102529,4,5
102531,3,3
94338,3,3
69765,2,1
69764,2,1
94342,2,1
86153,13,55
86152,2,1
69770,8,28
69776,8,28
69778,3,3
77973,3,2
69780,7,14
102550,2,1
86166,2,1
102553,5,10
102554,2,1
69786,2,1
69788,2,1
77980,7,21
102559,5,10
102558,5,10
69790,3,2
102561,2,1
102563,5,10
77986,2,1
94374,2,1
86186,4,6
69804,5,7
77999,2,1
78000,3,2
78003,2,1
86196,3,3
69814,9,30
69817,8,12
78008,2,1
78010,11,46
78012,2,1
86204,6,13
102590,4,4
86208,2,1
102595,2,1
69828,21,86
69831,4,5
69830,3,3
94409,2,1
94408,2,1
69839,2,1
69838,4,6
69841,5,9
69840,24,113
110803,2,1
94418,5,6
78037,2,1
94420,9,36
78036,2,1
69846,23,112
86233,3,3
69848,4,4
69854,3,3
86243,3,3
69859,10,27
69858,2,1
69860,5,4
69863,4,3
69862,2,1
69864,2,1
69867,4,4
94442,2,1
110826,2,1
69877,7,16
86260,3,3
69881,6,14
94456,3,3
78072,2,1
94458,3,3
69882,4,6
69884,3,3
69886,3,3
102656,4,6
69888,2,1
69891,2,1
78083,2,1
78085,2,1
69892,4,6
69895,5,10
69897,7,18
110857,2,1
86283,5,5
69898,8,19
69909,2,1
78103,4,6
69912,2,1
86296,4,6
94491,3,3
69917,4,6
110879,2,1
110881,2,1
69920,4,6
86306,3,3
69927,2,1
94502,2,1
69929,3,3
94511,2,1
94512,2,1
102715,2,1
86330,7,12
69949,11,48
69948,3,3
94524,2,1
69951,11,48
69950,2,1
69953,2,1
69955,7,20
69957,8,25
69959,8,25
69958,7,19
69961,8,25
69960,7,20
69967,6,15
110931,3,3
69971,7,17
102738,4,6
69972,5,7
69977,9,32
69976,8,27
78171,5,10
69979,2,1
69978,9,32
102746,2,1
102749,3,3
110943,2,1
69983,21,91
69982,8,15
102753,3,3
69985,8,22
102755,3,3
69989,3,3
69992,2,1
69998,4,5
86385,4,4
102769,2,1
70000,6,15
78195,6,13
70003,6,15
70002,6,15
102770,2,1
70005,6,15
102773,2,1
70006,6,15
70008,6,15
70011,2,1
70013,6,8
78207,2,1
70017,3,2
70018,2,1
70021,2,1
86407,2,1
70022,2,1
86409,2,1
70027,2,1
70031,10,31
70030,5,9
102798,2,1
110993,4,6
78224,2,1
70035,2,1
110994,4,6
78229,2,1
94613,2,1
70036,3,3
86425,2,1
70043,3,3
70042,2,1
94618,2,1
70044,6,12
78239,8,27
86435,2,1
102818,2,1
70052,6,12
70055,3,3
94631,5,4
70058,14,67
70061,2,1
70060,10,41
111023,2,1
78257,3,3
70064,2,1
70067,6,12
78258,4,6
70069,3,3
86452,3,3
94646,2,1
70070,5,9
94651,2,1
102843,2,1
78271,3,3
70083,3,3
111042,2,1
70082,2,1
86471,2,1
70088,3,3
78282,2,1
86477,2,1
111055,7,21
78288,3,3
111056,2,1
70099,5,10
70101,2,1
78292,3,3
70103,5,10
70104,4,4
70106,3,3
70109,5,10
86493,3,3
70108,3,3
78300,2,1
70111,5,10
86495,5,10
70110,10,25
94691,2,1
70115,3,3
102882,2,1
111076,2,1
70116,2,1
70119,13,60
102887,7,21
70118,9,36
70121,9,34
70120,10,42
78314,5,8
86506,2,1
111082,2,1
86511,3,3
70126,2,1
86512,3,3
94704,2,1
70131,9,28
86514,2,1
70130,4,6
70133,8,28
78325,2,1
78324,2,1
78327,4,6
86519,9,20
70134,3,3
70137,4,6
78329,2,1
70138,2,1
78333,5,10
78334,5,10
70145,3,2
70144,2,1
78336,4,6
102917,2,1
70151,6,14
70150,2,1
70152,4,6
94733,4,6
70156,6,15
94735,2,1
86555,2,1
70173,5,10
70172,5,10
102940,3,3
70175,2,1
78366,3,3
70174,6,11
111137,3,2
70177,2,1
70179,3,3
78371,11,45
70178,5,8
70181,3,3
70180,2,1
70183,3,2
70182,2,1
94758,2,1
70187,4,6
70186,5,10
102957,3,2
102956,6,15
102958,2,1
70193,4,4
78385,2,1
102961,8,25
70194,3,3
94770,2,1
78389,3,2
70197,8,26
94776,2,1
70211,2,1
111172,2,1
70212,3,3
86598,4,6
70214,4,6
70218,2,1
78414,7,21
78417,4,6
70225,2,1
86608,5,5
70229,2,1
94811,2,1
78428,7,21
70238,2,1
70241,3,3
78433,4,5
70243,3,3
86629,3,3
78439,3,3
70246,3,3
94825,3,3
70250,2,1
70253,4,6
70252,3,3
86639,3,3
86638,3,3
70257,3,3
94833,4,6
86643,5,10
86642,3,3
70258,3,3
94839,2,1
78454,5,10
70265,3,2
86649,7,21
70267,4,6
86651,4,5
86653,3,3
